station,temperature_c,wind_speed_kmh,personnel_count,generator_load_pct,blizzard_flag,equipment_usage_hrs,fuel_burn_l_day
Dakshin_Gangotri,-9.356997161454089,9.330776671767424,21,54.21619234844712,0,7.094800741054014,1839.810733682207
Maitri,-3.3936295871154343,53.87540323716977,19,73.27585933369573,0,5.402788050379737,2648.3353764442063
Bharati,-34.305445611605066,47.992939004124416,77,51.16331049994414,1,14.611065063664913,3410.3210282185405
Dakshin_Gangotri,-30.534594665192486,57.805521147361034,72,49.263796643804355,0,5.827717157329879,2480.172260186568
Maitri,-55.5179201128875,56.984009507072436,65,97.24573846695696,0,11.039321792514356,4212.270899464503
Maitri,-45.91622955866693,34.417889669572006,81,31.333474214423084,0,10.08607403900455,2511.7593537760476
Maitri,-17.417329121440584,82.49723430154977,49,61.67635269521601,0,2.4024635314174043,2616.0722947931986
Dakshin_Gangotri,-9.945815344926254,26.755519575507076,40,88.32131488721853,0,5.813046961055042,2774.775911283216
Maitri,-34.38131271161062,31.16226483328144,47,39.01972008414903,0,11.418565149220216,2299.946987583275
Maitri,-32.56584591932925,20.54557684708139,49,54.526395017853716,0,14.931962307689371,2406.298569025802
Dakshin_Gangotri,-43.97420648801989,13.397441597427106,22,75.77107708647932,0,6.9514084151262185,3058.226677444611
Bharati,-38.562285691592244,22.75390537638417,36,44.107554134049884,0,6.456131083376779,2631.46119161915
Maitri,-9.056292565137,22.019119537139506,50,67.08341625295536,0,12.525449484637615,2716.9666347681105
Maitri,-21.279569831693138,42.18396557086709,49,50.28228404078896,1,13.20736471031731,3074.805079314229
Bharati,-46.54159934088355,32.68000597431718,44,82.21661864423893,0,13.736086975566607,2967.914135096882
Dakshin_Gangotri,-18.202104185839772,37.26725858170988,21,81.68147257047511,0,10.883149461791358,2929.866392292533
Bharati,3.454213029991191,34.44607942466009,36,54.9415548034241,0,7.878093041780468,2305.4213677998487
Dakshin_Gangotri,-29.72823713266097,34.96942309439665,49,19.06163557537863,0,13.134783311868107,2396.822215245717
Maitri,-32.996074844188755,20.92173528838528,31,69.87423776880448,0,9.6643781918491,2909.741923198188
Maitri,-18.0206872070625,33.92292892374727,49,77.47997467122238,0,12.684012421074762,3257.3789058284738
Bharati,-12.922864199632144,43.60870648437456,39,70.00205544697799,0,7.9248560459754875,2660.0370301656408
Dakshin_Gangotri,-15.140826857781946,52.399249488616356,38,68.09609916434523,0,9.160252498597421,2753.673230660298
Bharati,-28.805206730448212,47.715580311978854,84,66.10115587086221,1,12.141602778129206,3293.160265274651
Dakshin_Gangotri,-30.04620399896354,40.081066874557365,80,57.00040377850678,0,1.7715930341987587,3102.7372971523473
Dakshin_Gangotri,-45.69136625291676,32.40199784408002,67,50.63809290645107,0,15.354921766841041,2980.407292450306
Bharati,-39.75724130167213,23.73552642168062,46,62.63494655135497,0,9.798484644753062,2772.344986438627
Bharati,-20.671482728443245,34.93302328411312,75,58.43576390424576,0,0.0,2637.0820527356013
Bharati,-31.41472078490029,59.06417291893209,26,72.20936969221606,0,10.67598303319476,2675.82145456441
Bharati,-22.042961458413423,25.671029980324082,29,49.05667235565463,0,8.266851118981503,2302.756163884634
Dakshin_Gangotri,-27.863457809596284,65.77434240403295,71,55.340228381530565,0,5.830723695722533,3189.2260640504205
Bharati,-24.2587246327607,35.66282020952773,82,62.97070394224538,0,17.83113593179938,2994.986859749895
Bharati,-24.76731773354349,53.68571693285841,25,50.27162992221062,0,13.348004962230814,2553.8396745591917
Bharati,-16.04664452379487,21.821513852786627,51,40.74439930265008,0,9.368190036568585,2503.9775161285893
Dakshin_Gangotri,-14.815652395117443,20.47190111215876,21,71.24816775253049,1,10.217844828632348,2201.7178107699838
Dakshin_Gangotri,-25.206003212145003,14.183686242754284,88,41.978654377560716,1,11.068333163545754,3565.8327303409633
Maitri,-27.451259984688797,58.743287958543235,42,64.36079683334344,0,3.4865229768178523,2662.03386058789
Dakshin_Gangotri,-25.430583143030294,35.58324468798185,76,69.54170178786384,1,20.515257915772345,3451.1875033662013
Maitri,-34.4082490071644,43.32756271106693,74,82.86147932235953,0,10.177921089947626,3519.075910095541
Bharati,-11.964863221306912,31.163354899272402,27,96.12712248701453,0,17.233891032059265,2929.086212448844
Dakshin_Gangotri,-31.744846238550394,32.563255318855944,86,81.2960296349482,1,6.607697398597519,3719.1219541847236
Dakshin_Gangotri,-26.91828513899626,12.967239593503388,87,50.92098593325578,0,12.347024535799694,2781.385958281847
Dakshin_Gangotri,-22.885444392556913,35.90795924718847,64,57.05275092583596,0,5.265891768681508,3037.086251345309
Bharati,-21.27967831139032,45.745256403728305,86,66.0415579122216,0,0.0,3673.9172739934556
Bharati,-21.773068007681925,8.480298759276462,82,60.57964567788163,0,13.617418786623075,3194.9851380232167
Dakshin_Gangotri,-26.639963332254897,23.8876914410707,57,63.808061630698894,0,10.779808215651062,2950.839522618107
Bharati,-5.262152611503488,19.267906824586753,57,80.19162478620821,0,7.878957972451261,2675.6541053868245
Maitri,-24.096661991881668,39.70415018211229,89,63.423027546594255,0,0.0,3265.633210134506
Dakshin_Gangotri,-28.015330895448233,38.62460468041956,29,75.18889044377,1,8.117764216558767,2949.8170041964677
Dakshin_Gangotri,-3.4293424437911213,43.196223279699275,50,44.49550261522169,1,11.094448563184823,2732.9056231717254
Dakshin_Gangotri,-34.33272123052818,3.4385807172995273,57,68.66604488680989,0,5.690780633942583,2752.5322043077813
Dakshin_Gangotri,-3.461774457640196,31.42675414925444,22,36.32376515201551,0,10.527492237458617,1606.5403404352496
Bharati,-48.944780279987626,9.915360104432583,70,78.19281761644855,1,7.461179511679033,3625.855277260412
Bharati,-29.820608710648465,34.803922169177184,62,58.6065549077045,0,5.1932108000372255,2591.6998846956767
Bharati,-45.03662958800857,13.368581504836124,20,40.673901231699475,1,9.430764274351214,3041.5367536497693
Dakshin_Gangotri,-41.345489237858736,38.25563494958454,78,57.18690694318873,0,1.3206886094787293,2846.8557979124666
Maitri,-19.565767374731614,13.64824798961645,46,68.48398499687488,1,12.005717684074273,3038.2086537343
Dakshin_Gangotri,-21.573733369644874,17.000500193015768,23,42.76651348495166,0,10.393405509424014,2020.8755274749697
Maitri,-32.29985264527869,50.933726292921875,21,48.163983371772616,0,12.41963158893931,2242.353666160796
Maitri,-5.3955718259833425,28.11180985354151,35,55.41092621332862,1,14.514391610855922,2884.7530211312132
Dakshin_Gangotri,-11.387660529543059,28.637301141621656,44,73.85083009760856,0,8.989203840547637,2711.0974847491257
Maitri,-25.619013676588708,16.719065881619056,45,31.157751656747912,1,0.0,2932.4798930483153
Dakshin_Gangotri,-46.70302119920272,48.26191239904963,57,68.22477866026826,0,8.973067816091898,3531.1803765888567
Dakshin_Gangotri,-13.49366900109907,35.8244001298168,64,57.53182104066228,0,5.419843523261575,2670.107885245267
Maitri,-30.792230520963113,34.48344799446162,68,77.4235002404204,0,15.730766061246769,3487.1544102665157
Maitri,-21.493386118533707,15.276356394955041,48,67.36596086336976,1,8.516744357657885,3009.337941377851
Maitri,-15.427548979256837,31.33186738028903,41,81.73546613427948,0,13.365361159786907,2715.9724567025773
Dakshin_Gangotri,-29.814979864217662,89.28978611690441,70,67.50832310759097,0,15.844046248481414,3115.2031290160835
Maitri,-9.65466475009906,20.29572798195493,24,43.1700260798887,0,7.009116359333909,1736.8929362678314
Dakshin_Gangotri,-29.554072541061796,50.190076294460106,82,67.77931208284014,0,10.302014162904136,3650.4891208951753
Maitri,-18.534303275009684,7.543688249226636,52,68.72472212062223,0,10.15694127111275,2818.8721445649758
Maitri,-15.938010689017181,42.62992188705923,61,50.861077234407674,0,18.82507613131397,2984.48832494994
Dakshin_Gangotri,-14.052259948348881,36.643822253476195,24,53.114646618717444,1,15.064470658941653,2925.998653330891
Maitri,-4.069465438363963,26.638656349376934,21,25.123769029676154,0,5.743076543043599,1586.0830687216808
Bharati,-34.86617976709604,35.63689505793629,22,72.2094725196296,0,7.55733727458659,2641.8353135607426
Dakshin_Gangotri,-38.593999659822636,36.09312773744387,44,59.01667791403818,0,8.14437580396445,3356.5667192832893
Maitri,-28.856743776248337,35.947118557879435,69,52.52006497726061,0,6.750921376287711,2966.5958995620167
Bharati,11.523566512115664,24.159360828750046,86,45.95615951479584,0,8.734065376463986,1980.2893247213099
Bharati,-8.793101862053131,22.65438518764565,60,53.578098279909355,0,7.880085217903925,2058.61222572876
Dakshin_Gangotri,-31.601279147696058,18.94216677023437,47,67.5764514294047,0,10.145332729996788,3082.04171343967
Dakshin_Gangotri,-29.172463389677176,12.076172996801022,54,63.698193927347994,0,9.539148672279069,2609.769912685672
Maitri,-25.18141231249631,28.44993659561142,27,55.96487467004705,0,14.614884533851697,2558.191395494541
Dakshin_Gangotri,-21.72405984721729,46.849141304300524,27,42.58319575687143,0,6.952918512221536,1721.9358824585645
Dakshin_Gangotri,-17.3059341756396,22.084727494371492,79,55.78791672759558,0,3.3233444766997,2594.5068902858625
Bharati,-16.805320328756665,15.281823427016686,84,48.3691108907601,0,8.026987913925291,2932.9254701158234
Bharati,-10.639717824405583,19.208834588633742,77,57.55304510768403,0,7.547039125401211,2577.9285365782625
Dakshin_Gangotri,-0.9656270931564528,30.880660345461873,79,70.12035378718309,0,15.893226546105705,2723.2304585157053
Maitri,-26.602500450169952,30.85389325044838,69,52.685904641585566,0,13.381557196026858,2860.4880478809737
Maitri,-27.56461548431938,18.095040468412662,78,85.8330054128993,0,15.191446625792135,3505.175588989044
Maitri,-29.371204914721034,28.742957209103142,18,52.164739659884184,0,13.85030655511072,2400.813881373191
Dakshin_Gangotri,-28.322041851645704,26.311482844083173,19,34.978340272995005,0,2.1107604635863337,1588.4112009089033
Bharati,-20.57283055826956,38.13758831991753,82,57.33890079052115,0,6.589821528687253,3027.645831514995
Dakshin_Gangotri,-17.3729231898447,56.28728694230684,20,51.60458085309747,0,4.0055427429510715,2124.343574301453
Dakshin_Gangotri,-4.285823231725303,21.695395730809,34,100.0,0,16.268422684881145,3113.1617291258076
Dakshin_Gangotri,-33.50781908292693,19.928719853204353,50,53.70388029222871,0,13.360063402186825,2560.4698532522425
Dakshin_Gangotri,-20.696565973973495,30.655124751792012,54,37.70729226273414,0,11.593190571886355,2765.925082105387
Bharati,-35.08795317398669,33.81557985830075,36,60.61762037937291,0,7.725078122751777,2922.214131301229
Dakshin_Gangotri,-20.141528760493316,39.16777775141099,81,57.55162225001929,0,8.176755305196785,2864.2610941125436
Dakshin_Gangotri,7.07112130534172,10.918648963321502,40,42.51514650981464,0,6.559517272141619,1963.795035130652
Dakshin_Gangotri,-26.641567748399147,72.14956571589293,73,65.39369288901473,0,12.599483789908422,3707.1266958335136
Dakshin_Gangotri,4.429763421382436,24.860733179530868,68,68.4922893495666,0,10.414692747283311,2987.7306625132674
Maitri,-35.0434236621891,20.571000145746876,18,61.21654015930729,0,12.775201613108564,3015.869500545171
Dakshin_Gangotri,-30.52343883410635,15.281639952109026,85,55.99799784095552,1,11.674380099520002,3517.1394567226507
Bharati,-29.11147949699459,22.283302335759792,30,54.47557209540833,0,13.302172874139984,2456.1532679205175
Dakshin_Gangotri,-22.90171354033833,11.90070755220515,60,50.64965915116486,0,12.066218543734088,2810.59172750593
Bharati,-26.849469765731705,49.94926845373027,60,40.77950073717871,0,14.408391399450379,3186.6573643499287
Dakshin_Gangotri,-15.83239680135065,26.628299420839582,17,82.27471133793702,0,12.958978191267,2894.2145811823834
Bharati,-57.97240342500666,20.013028011761886,87,96.56382621244023,0,7.94295289658165,3759.2694825866383
Maitri,-36.758228453236626,45.22850353162628,18,44.59579921225705,0,11.957028690171372,2508.6512263797777
Bharati,-2.2663480500892206,25.695092457435848,47,50.960701478310455,0,11.237114107000103,2532.2314849326494
Bharati,-41.89133929657356,19.944270648894687,32,43.77527591057246,0,9.237911880258242,2554.8533286043426
Bharati,-29.279513265416444,61.486289648584375,30,73.35988775366702,0,9.930946630011467,3157.1456170060696
Maitri,-17.650011873777437,22.749282875529058,15,44.77334443579408,0,14.0273690611275,2035.0892597615448
Dakshin_Gangotri,-25.545779171198852,8.572632558646324,24,70.47644729540417,0,12.163609292101702,2603.5203394968366
Bharati,-35.198389523152095,28.67971683882362,25,66.4187092491422,0,13.72246046555706,2918.1301163655
Bharati,-19.65870395595053,26.821423974477657,65,57.701697439335284,0,10.160773403791396,2894.076129820346
Bharati,-14.969918704994802,20.298947017229274,18,80.39820378872072,0,14.599284273531822,2562.5719656490364
Bharati,-32.16359278572769,18.658028667841,55,54.75288990289279,0,13.094011125474388,2226.348271938214
Bharati,-20.11121458570453,29.92118380573375,35,60.03447740783801,0,6.775122806733215,1791.7675160692397
Maitri,-14.670577228775644,22.988324341725484,17,41.74874757991945,0,8.568015553065287,2006.8974517902054
Maitri,-12.034446788755556,24.829417156191113,18,23.379834702315527,0,6.601182076807666,1734.2148377464948
Maitri,-20.559187858387336,33.08272875197892,77,75.90106349789068,0,5.682110870171466,3072.4392199737836
Dakshin_Gangotri,-4.486366593024815,24.11508515080289,83,50.72538527957589,0,20.718572320281652,2881.3355237100773
Maitri,-24.432108130245744,20.972833730019325,61,77.34687628499378,0,16.672427193128655,3619.9911580345233
Dakshin_Gangotri,-36.796341057705966,39.492163018400284,54,54.71535182336973,0,14.622695510754934,2874.589811687016
Dakshin_Gangotri,-27.62179202250014,22.956522847393064,32,58.36724076909836,0,11.79594930285378,2713.9782922808104
Dakshin_Gangotri,-10.45524311100341,20.2887609561263,79,63.09070028833491,0,7.831822559005873,3241.5875145000973
Dakshin_Gangotri,-35.72123952873471,13.507834533813712,51,51.90887102597168,0,5.567178544471795,2372.5889909350544
Bharati,-51.903001016891636,17.711748168249763,65,35.770555533147345,0,9.160889200437397,3241.0451752789195
Bharati,-19.483111226733683,14.814240144323353,73,46.92989265456097,0,7.118793281612968,2839.160307883778
Dakshin_Gangotri,-30.32663949732587,12.953116606344098,49,45.7495378281853,0,12.855418065989245,2522.523718319022
Bharati,1.9773931307496326,18.790577818908265,39,59.49701068156027,0,10.608235088830485,1673.3104987671509
Dakshin_Gangotri,-21.802230600560147,33.574219697541615,49,76.75495766975517,0,13.425174363464937,3404.4032945933604
Bharati,-10.153933962721615,28.123597827018,82,49.11562230832055,0,10.969571231821797,3171.0317901291733
Dakshin_Gangotri,-30.886108323004915,23.875354857766308,69,58.50627447422445,0,3.2374312325849246,2655.811690337828
Bharati,-17.873045405318692,35.55604628855013,66,63.58204199591377,0,9.31044228963267,3348.917690694653
Bharati,-20.541752379631774,21.170243408330926,39,48.087408777790934,0,11.55024218152837,2011.8555009340532
Bharati,-8.4466586804234,32.408129134140914,39,65.7801606757911,0,11.099559145275656,2663.6043468343246
Dakshin_Gangotri,-22.703798845823528,38.74112206694409,54,76.50724301566275,0,7.781476993381039,2972.2505423151847
