station,temperature_c,wind_speed_kmh,wind_gust_kmh,pressure_hpa,pressure_change_3h,visibility_m,humidity_pct,wind_chill_c,blizzard_event
Bharati,-26.477282267641353,29.8951579195623,52.04773178801365,995.6030905322568,1.34732890231025,6838.095807603381,65.03070493222411,-28.569943322010715,0
Bharati,-31.349474680662304,8.51245098926259,8.51245098926259,1000.9526975421029,-1.2869249154237703,6327.5369236798115,100.0,-31.945346249910685,0
Maitri,-26.195773163595987,47.67839095559129,61.91170289938181,1001.4249152049587,8.389061354525733,13478.91745288661,64.65982128832802,-29.53326053048738,0
Dakshin_Gangotri,-50.31001650937045,32.986075803475615,37.20533111466209,973.0710623741872,7.954978665037776,6895.793648057775,92.30064948504432,-52.61904181561374,0
Bharati,-46.70668708634631,64.21291224610788,70.91974330453925,957.2971197607318,-1.5100318609901453,6988.745743080053,92.51047231898666,-51.201590943573855,0
Bharati,-44.84049418531603,26.782355115266007,56.52821618851894,963.7081536626677,-0.8912768419763794,3161.915744669103,92.08909871084485,-46.715259043384656,0
Bharati,-39.95870241402223,13.345373828632674,24.597318375406754,985.752213663628,-1.3610817256367795,7523.580094945524,66.09186594608268,-40.89287858202651,0
Bharati,-19.00338659914845,38.26718670165058,72.19286865971065,947.0827104991762,-2.4453294921891833,1905.635758114709,100.0,-21.68208966826399,1
Bharati,-38.58218583040091,22.89133976847776,23.814455565769205,1007.8709897892808,-3.6830420502417867,10600.51091850621,100.0,-40.184579614194355,0
Dakshin_Gangotri,-30.672438310590845,44.34387359490823,48.50716579213455,973.3873993640533,2.027428446767699,62.606162977650456,80.50674328934332,-33.77650946223442,1
Bharati,-5.511575533209019,19.29419174691173,41.91769835643143,990.0034734488587,7.845765746902245,2625.36522894631,68.01901702850137,-6.86216895549284,0
Dakshin_Gangotri,-30.343959565921388,58.601250183114814,70.18753498552972,944.3714777252632,6.200327559581254,20.0,62.09030036820497,-34.446047078739426,1
Dakshin_Gangotri,-13.937266472993702,31.613788182928197,49.68706154893869,961.480359484833,3.1567079796278845,7678.574968695793,82.07638698905681,-16.150231645798677,0
Bharati,-39.004265200148154,28.37871695689539,42.255648693197884,941.8864170868724,-9.628447671874564,4304.506028357314,75.97353437110858,-40.99077538713083,0
Bharati,-28.08156336801445,56.68637589801379,70.26061351835372,1000.4237898760231,-7.458197933569178,8743.709232997046,77.74072705212728,-32.04960968087541,0
Bharati,-39.250330823658715,48.02624584089801,59.98388515357725,976.7959052024996,4.256653225980959,2097.636858496946,54.78198187264066,-42.61216803252157,1
Dakshin_Gangotri,-30.085496138508436,20.756812244098214,37.551745848175585,991.4260990687247,6.477493791715282,8125.9019901199135,75.49425199112594,-31.53847299559531,0
Dakshin_Gangotri,-12.395377938139067,47.34455147057116,68.76093434585019,981.2682736466015,2.2149384960911087,8319.34648741448,92.15772947985063,-15.709496541079048,0
Dakshin_Gangotri,-50.90980634788523,42.606440019088566,73.75066152881332,989.3695010782473,-1.2223212602010296,6847.191153277147,87.22776958397502,-53.89225714922143,0
Bharati,-18.48364534681214,29.205337657502643,42.180212304074466,973.2511627918294,5.409204037583969,6123.493995422871,68.7881710241616,-20.528018982837324,0
Dakshin_Gangotri,-21.433965965015833,45.47644747485762,56.540064518498866,975.9290882105219,3.014375087515644,6548.796733066567,73.36437462010582,-24.617317288255865,0
Bharati,-33.91224933545192,58.47291694351318,68.24830137892185,978.1653516238151,4.549781122933445,2357.229954007761,52.97497653388034,-38.00535352149784,0
Maitri,-46.69086781582682,29.648623553353087,59.34646210367808,988.1126330985446,-7.426276429046242,1698.9218549548514,65.02121728040973,-48.766271464561534,1
Maitri,-23.918057384291956,29.700429231407494,51.60367820254567,988.6423684243606,1.3733596481268666,8175.490405057655,69.89957438974415,-25.99708743049048,0
Bharati,-32.94239063595704,28.87580869397904,28.87580869397904,1036.2287376801469,7.098284588533438,4525.235921130768,84.50111875737872,-34.963697244535574,0
Maitri,-21.509856829679443,20.305806741469144,20.305806741469144,1013.6320425475922,2.109793721865459,7813.567849449805,64.40478038744656,-22.931263301582284,0
Bharati,-24.672217817148358,29.491196345437196,36.19061755045634,944.4248242822073,3.792978926490634,12203.953840036012,59.46022615633038,-26.73660156132896,0
Bharati,-0.9733166301862681,27.830248897014073,45.13170333755782,977.1378904414549,0.1454916420213192,4171.369838438575,86.36518630320705,-2.9214340529772533,0
Bharati,-28.590334412095363,27.000096213699745,41.66539482151284,971.88208319469,0.4243004891726288,3599.638538934883,68.66092854843124,-30.480341147054347,1
Bharati,-40.352462389327975,26.790551851240828,46.93833736967764,1005.6026096162,5.610110169495279,4702.867164312297,62.415828720827214,-42.22780101891483,0
Dakshin_Gangotri,-22.31086547565526,16.14560892359143,29.391174501758627,973.6850407479757,-2.6791533940276393,6155.884501240057,87.18617840890931,-23.44105810030666,0
Dakshin_Gangotri,-21.700049740423523,50.3999549289126,79.37414264270203,989.2857775489333,-3.0705564730391406,8456.555234420386,81.88174254135379,-25.228046585447405,0
Maitri,-4.612186371393452,22.517882155936775,45.23899594367693,933.2587673943976,-1.9128560990855632,5886.452377534348,71.88793200690459,-6.188438122309027,0
Maitri,-12.473331311281322,60.08948942242362,75.86525549358048,949.7279837721344,0.09378560987844813,14314.188016600145,69.73078906207624,-16.679595570850974,0
Bharati,-19.64693411275736,18.109622446491453,44.56301675183251,1021.8458635820492,-6.4403556453389665,7683.398059884452,80.69292275475148,-20.914607684011763,0
Maitri,-3.0504566317065738,66.81326013449507,66.81326013449507,981.0048879641649,2.9242357215186994,9123.29755789858,83.08148243514954,-7.7273848411212285,0
Dakshin_Gangotri,-42.831445814842766,25.421630750525104,39.57088362387287,960.0307995306197,-0.6569875442887748,5852.558326183909,78.13367565951033,-44.61095996737952,0
Bharati,-34.59627299124622,47.6278661172959,64.00298917857575,984.8574174244508,3.4147570404436363,10047.324918115184,76.80959371554611,-37.93022361945693,0
Bharati,-38.89863912108287,32.8249430345707,53.845308034095794,958.9388209309496,-8.476279706109167,5178.908214345661,65.90062626256099,-41.19638513350282,0
Dakshin_Gangotri,-30.84714704733652,14.90742510252581,14.90742510252581,974.3325291620863,3.430092105939795,3423.1052050827484,66.79947353136836,-31.890666804513327,0
Dakshin_Gangotri,-45.65029221334463,15.359679730501155,27.755610661756336,950.9476412151197,5.347579775812515,9621.379282775024,72.42263147842166,-46.72546979447971,0
Maitri,-15.472735797783935,21.525220207654804,40.52982817116555,964.2255756441314,1.7541913360069146,5770.84581407713,60.58348633440047,-16.97950121231977,0
Bharati,-28.3333404564816,24.67168462530189,44.44330588927525,971.6732662108275,0.12007595267163408,6981.058786101426,58.82927213124045,-30.060358380252733,0
Bharati,-47.06209441753987,30.130197980692422,56.991496395234435,1002.4139862867343,3.460813197347403,9927.530923292328,73.65400627544342,-49.17120827618834,0
Bharati,-40.23368621811312,36.404624527751544,59.019677851819,989.2809201536631,5.085713034963662,6555.933973186572,89.8416877730244,-42.782009935055726,0
Dakshin_Gangotri,-20.29729228824707,28.136671662727448,42.52821116900704,992.7704807188419,2.0917062713736647,5403.005001059254,43.90633807408247,-22.266859304637993,0
Maitri,-12.428101481584283,35.43394970381337,57.18368719330091,979.4845069727204,2.3905647239172922,3858.4147820001454,69.12842240702165,-14.908477960851219,0
Maitri,4.950963375376798,38.34914901307835,51.33551265753203,996.4569819673917,6.627767496665171,10246.723395393428,79.0877771778009,2.2665229444613133,0
Dakshin_Gangotri,18.707936990109943,27.493922906149212,43.96166243377774,962.5296146131352,3.044627942587114,4633.094415757545,91.0845836118809,16.7833623866795,0
Dakshin_Gangotri,-18.783858500860056,42.26268630435861,65.21070980583224,965.3458811003666,-3.2010365308819977,5795.598074181798,100.0,-21.74224654216516,0
Maitri,-39.84307180047796,46.94694046182004,61.49393252993961,988.1518214291376,5.066567607630367,7147.630651492349,71.13244758368613,-43.12935763280536,0
Bharati,-56.98069421096964,38.8380669749874,57.457963770305774,974.4170521994565,-0.4948851593580485,7131.140808649641,100.0,-59.69935889921876,0
Maitri,-20.98432806484246,39.93887366526625,64.55196135843637,979.7230830327434,0.1331320344111247,10054.798310918082,81.83349076658133,-23.780049221411097,0
Bharati,-37.19411642965489,33.86590610192192,55.98755470931245,976.7172944417081,0.4275217096945,5720.723498230358,87.21342838658005,-39.56472985678943,1
Maitri,-31.23035890269528,52.561177293660435,79.89589585247413,1005.0690082912296,3.8754714706234914,11505.538338497421,59.019347714022224,-34.90964131325151,0
Bharati,-34.18145198589712,30.485421531676536,68.76990451120564,1006.1110586535774,6.995411630624946,5004.972923169203,81.80100462610551,-36.315431493114474,1
Maitri,-27.11186329624578,21.733419087669333,43.76269682123876,967.476684788725,0.09768576845073194,7483.046538559892,88.5084387937176,-28.633202632382634,0
Maitri,-9.010296538185345,30.946890145133032,41.333964631085486,944.8026130621854,6.925048440449941,5264.903736681768,64.65968809806223,-11.176578848344658,0
Bharati,-22.64427148831983,15.054819244667316,35.17304972286532,965.7700619822472,0.658353251082311,14372.559925108426,35.915859423005834,-23.698108835446543,0
Maitri,-27.379522555580323,14.037233984750891,33.72541814965506,962.0607970686408,5.608671774891898,4597.453077264203,77.23510475680152,-28.362128934512885,0
Dakshin_Gangotri,-40.534806292387174,47.057400332891305,68.19250726799513,996.6349668159814,0.7937322861364804,4959.205704606121,71.7759823807971,-43.828824315689566,0
Dakshin_Gangotri,-50.12024417056536,60.56928161005729,90.51944408243101,998.4099495354892,-1.969694625829493,6458.963957868889,95.16379253961404,-54.360093883269364,0
Bharati,-32.29461863609996,25.836250531180514,25.836250531180514,959.3785163392405,7.688396271067012,4932.906270441845,66.92532550320882,-34.1031561732826,0
Maitri,-25.806738262274806,47.278757833150536,77.41713774644788,964.909904828903,-2.3515391951215805,7257.952559258927,64.42485218783378,-29.11625131059534,0
Maitri,1.5189487036982428,10.872666222089618,44.37683490267075,950.4197782548979,-2.6192363126752514,10916.353009179857,57.42868494314264,0.7578620681519694,0
Dakshin_Gangotri,-23.045882177906712,9.775483232581774,30.45618986528392,982.6875704704552,-5.02416118217729,6589.217609874007,65.54874013942094,-23.730166004187435,0
Bharati,-10.258907334654136,53.28713258287544,74.20848339510677,979.1016714516518,5.069070076809443,6737.0792016740115,100.0,-13.989006615455416,0
Maitri,-32.48943397808728,38.898777014810584,51.482328942215595,995.7824363487786,6.013789197733299,5083.4004779800825,51.20024710591511,-35.212348369124015,0
Dakshin_Gangotri,-42.77415649625537,30.548100937544227,45.611340835711275,989.9426258911886,1.4925193654137063,3979.7054244686096,54.970635288848044,-44.91252356188347,0
Bharati,-39.476751433485575,65.42192600215807,87.4014475936396,992.2040594211236,-3.9354925441521447,6386.119069494224,74.18545951235721,-44.05628625363664,1
Bharati,-35.8783909680363,28.394270909114812,49.72979483681806,949.1599592042852,-0.027115142939696666,6030.396958525166,100.0,-37.865989931674335,0
Bharati,6.927045986527467,17.376797047760135,39.58389434779401,967.4734792681548,-1.210477404032419,10693.046821889107,86.12318242982569,5.710670193184258,0
Bharati,-37.320800188365794,12.937951051312996,34.20463676734583,998.977946094864,-4.121874388336002,2163.688296468422,98.28492954293192,-38.22645676195771,1
Bharati,-12.422661943954825,30.934708924567644,54.91860866599134,969.2284776307471,-1.9555662527443558,11818.13878179792,69.22421695501204,-14.58809156867456,0
Maitri,-38.5439076713054,33.83204201528102,56.69852871513749,947.4486825106192,2.0229426051881454,5412.739586147648,54.14842813980347,-40.91215061237507,0
Bharati,-11.026404806886339,27.50973644702108,32.266249794419764,996.1597915974331,-2.4206753087340953,6594.138741050268,68.26176586906604,-12.952086358177814,0
Dakshin_Gangotri,-19.22573550841205,47.79805847417662,71.12073890925542,968.4547000997119,1.1669355326043593,1740.653950010903,73.12944863172241,-22.571599601604415,1
Maitri,-27.349568464871357,57.36817781382651,90.95404397798879,1001.2527398725375,-7.105288798965338,8247.747342884097,75.16435937292611,-31.365340911839212,0
Dakshin_Gangotri,-25.61143789203151,25.689978138798864,40.423710619244844,979.6317055831938,6.7167242311873245,2158.094470423707,71.7902202739687,-27.40973636174743,0
Bharati,-34.821815431440854,10.859454847820105,40.85425432764488,974.4556111419785,-1.5656463141085806,7493.5611850867845,83.861017660961,-35.58197727078826,0
Bharati,-18.308916977768792,35.536541925543155,41.36358892642724,1007.2638178224673,3.4809955358960467,7102.797630319895,64.3212482077393,-20.796474912556814,0
Dakshin_Gangotri,-31.8247522051117,53.077527912360345,67.77990171625599,953.9468876172566,0.754740085746571,4697.515560869067,61.09262169260147,-35.540179158976926,0
Bharati,-43.384086456508726,25.74942754405433,34.33784602595575,1008.6844235926218,1.60999247021401,20.0,56.930715698935145,-45.18654638459253,0
Maitri,-44.16906361479429,39.93544320336172,68.72765572759971,967.2128800890815,-4.5279375739070655,14642.498742748006,78.07539530462893,-46.96454463902961,0
Maitri,-22.411181234168208,16.679697537548673,48.08446308163718,983.2473972063202,-3.042235936746841,1783.2344165599798,76.58626346003432,-23.578760061796615,0
Dakshin_Gangotri,-1.3136311538434775,35.107966272530476,49.116005071654854,983.4364039085116,-2.9514136561672846,7090.987360931247,91.37134015273203,-3.7711887929206105,0
Bharati,-22.600125796398427,40.29733807963705,67.00795330625556,971.45760352875,0.10138970416310193,3080.775791786726,98.20485355700832,-25.42093946197302,0
Bharati,-26.779574891648238,35.60053986714804,67.10680614618138,964.7577461984612,5.304622322017448,10192.013549935658,56.889377904756124,-29.2716126823486,0
Bharati,-20.712607905961857,73.8534852903214,88.5242967107047,972.6035562206972,1.7330193594854757,4482.054658612414,75.35282590024501,-25.882351876284353,0
Maitri,-5.409973874397629,60.20913909179834,76.50665520976818,959.708746324144,-3.601361488462831,2992.1009058758414,71.91964705478432,-9.624613610823513,0
Bharati,-21.709262479542154,43.515553794320546,65.85170749059039,1019.2392128589606,0.34933590104561035,8380.626882519535,51.94906234078883,-24.755351245144592,0
Bharati,-31.163908462506058,50.6425547227801,57.21717490757725,970.3773805862555,-0.32253533944062757,912.1715725058193,67.07747829007752,-34.708887293100666,1
