cargo_id,t_index,temperature_c,target_temp_c,is_anomalous_series
CARGO-1000,88,-79.85674705664455,-80,0
CARGO-1000,89,-80.1664642591371,-80,0
CARGO-1000,90,-79.96086494353204,-80,0
CARGO-1000,91,-79.98459325413542,-80,0
CARGO-1000,92,-80.4167975369277,-80,0
CARGO-1000,93,-79.86931443119629,-80,0
CARGO-1000,94,-80.08088363494468,-80,0
CARGO-1000,95,-79.54395818558882,-80,0
CARGO-1000,96,-79.59507085389399,-80,0
CARGO-1000,97,-79.88620027029533,-80,0
CARGO-1000,98,-79.60600145267455,-80,0
CARGO-1000,99,-79.75520893105512,-80,0
CARGO-1000,100,-79.94031855668709,-80,0
CARGO-1000,101,-80.36628017458385,-80,0
CARGO-1000,102,-79.98558855637329,-80,0
CARGO-1000,103,-80.05411184580797,-80,0
CARGO-1000,104,-80.00028349160736,-80,0
CARGO-1000,105,-80.05122638720235,-80,0
CARGO-1000,106,-79.6365018536663,-80,0
CARGO-1000,107,-79.60459838568885,-80,0
CARGO-1000,108,-80.12604743125554,-80,0
CARGO-1000,109,-80.3574639151868,-80,0
CARGO-1000,110,-80.25752080971111,-80,0
CARGO-1000,111,-79.58959626312463,-80,0
CARGO-1000,112,-79.68127250827969,-80,0
CARGO-1000,113,-80.30389473222806,-80,0
CARGO-1000,114,-80.40218449324436,-80,0
CARGO-1000,115,-80.14548685627271,-80,0
CARGO-1000,116,-79.44005319348754,-80,0
CARGO-1000,117,-79.85870631773228,-80,0
CARGO-1000,118,-80.06342313989691,-80,0
CARGO-1000,119,-80.04430516035983,-80,0
CARGO-1001,0,-80.27353914007756,-80,1
CARGO-1001,1,-80.25404495479022,-80,1
CARGO-1001,2,-80.03638226248755,-80,1
CARGO-1001,3,-79.72208348229975,-80,1
CARGO-1001,4,-80.09619465325198,-80,1
CARGO-1001,5,-80.23653819627751,-80,1
CARGO-1001,6,-80.68087125353867,-80,1
CARGO-1001,7,-80.28080078183707,-80,1
CARGO-1001,8,-80.22131498074455,-80,1
CARGO-1001,9,-79.91843489523646,-80,1
CARGO-1001,10,-79.89622838257738,-80,1
CARGO-1001,11,-79.58541472362204,-80,1
CARGO-1001,12,-80.37476580622307,-80,1
CARGO-1001,13,-79.97906226409758,-80,1
CARGO-1001,14,-79.969970420824,-80,1
CARGO-1001,15,-80.32537901914425,-80,1
CARGO-1001,16,-79.7687976176849,-80,1
CARGO-1001,17,-79.53145566309385,-80,1
CARGO-1001,18,-80.04107180646687,-80,1
CARGO-1001,19,-80.18781523564358,-80,1
CARGO-1001,20,-79.60084154133841,-80,1
CARGO-1001,21,-79.93317221013369,-80,1
CARGO-1001,22,-80.42967157149309,-80,1
CARGO-1001,23,-80.11489966847341,-80,1
CARGO-1001,24,-80.16283045425953,-80,1
CARGO-1001,25,-80.31934604527657,-80,1
CARGO-1001,26,-80.31036254511923,-80,1
CARGO-1001,27,-80.275401223109,-80,1
CARGO-1001,28,-79.83283200260598,-80,1
CARGO-1001,29,-80.16904862746583,-80,1
CARGO-1001,30,-80.06897963082193,-80,1
CARGO-1001,31,-79.8056178002925,-80,1
CARGO-1001,32,-80.17407900857341,-80,1
CARGO-1001,33,-80.45045997037724,-80,1
CARGO-1001,34,-79.81635086227088,-80,1
CARGO-1001,35,-80.20234147189383,-80,1
CARGO-1001,36,-79.53834539042461,-80,1
CARGO-1001,37,-79.77348660193951,-80,1
CARGO-1001,38,-79.91542096155368,-80,1
CARGO-1001,39,-80.00453432042524,-80,1
CARGO-1001,40,-79.72853209544299,-80,1
CARGO-1001,41,-79.99947978198306,-80,1
CARGO-1001,42,-80.72597190719601,-80,1
CARGO-1001,43,-80.1137395353352,-80,1
CARGO-1001,44,-79.90897444208244,-80,1
CARGO-1001,45,-80.3695951664305,-80,1
CARGO-1001,46,-79.28800581997763,-80,1
CARGO-1001,47,-80.11642722911247,-80,1
CARGO-1001,48,-79.89600916354736,-80,1
CARGO-1001,49,-79.71773565330061,-80,1
CARGO-1001,50,-79.88436513694762,-80,1
CARGO-1001,51,-80.10382773625776,-80,1
CARGO-1001,52,-79.96223826353874,-80,1
CARGO-1001,53,-80.14650313417083,-80,1
CARGO-1001,54,-80.1384574910011,-80,1
CARGO-1001,55,-80.4630258810063,-80,1
CARGO-1001,56,-80.17975456367087,-80,1
CARGO-1001,57,-80.48512065965085,-80,1
CARGO-1001,58,-80.13826527949233,-80,1
CARGO-1001,59,-80.24499911057741,-80,1
CARGO-1001,60,-79.98006049128058,-80,1
CARGO-1001,61,-80.5824671614994,-80,1
CARGO-1001,62,-80.41240200423839,-80,1
CARGO-1001,63,-80.42316940401659,-80,1
CARGO-1001,64,-80.14316011227764,-80,1
CARGO-1001,65,-80.21322127640761,-80,1
CARGO-1001,66,-79.81582258378593,-80,1
CARGO-1001,67,-80.12469296552342,-80,1
CARGO-1001,68,-80.14785478162115,-80,1
CARGO-1001,69,-80.46412552043792,-80,1
CARGO-1001,70,-80.24234415503838,-80,1
CARGO-1001,71,-80.56607813892988,-80,1
CARGO-1001,72,-80.00161344703453,-80,1
CARGO-1001,73,-79.89947660773373,-80,1
CARGO-1001,74,-80.59342523654564,-80,1
CARGO-1001,75,-80.13195244444542,-80,1
CARGO-1001,76,-80.18487333981676,-80,1
CARGO-1001,77,-79.81718084027297,-80,1
CARGO-1001,78,-80.48088075347306,-80,1
CARGO-1001,79,-80.42220497836185,-80,1
CARGO-1001,80,-80.11430410949689,-80,1
CARGO-1001,81,-80.35020316964746,-80,1
CARGO-1001,82,-80.33070654840067,-80,1
CARGO-1001,83,-80.31977450172003,-80,1
CARGO-1001,84,-80.00425296598937,-80,1
CARGO-1001,85,-79.38777721510922,-80,1
CARGO-1001,86,-79.32359176662311,-80,1
CARGO-1001,87,-78.95581212112081,-80,1
CARGO-1001,88,-78.25169144630277,-80,1
CARGO-1001,89,-77.96651357119524,-80,1
CARGO-1001,90,-77.5391582509176,-80,1
CARGO-1001,91,-76.81999314414475,-80,1
CARGO-1001,92,-77.0329662799853,-80,1
CARGO-1001,93,-76.36951775404505,-80,1
CARGO-1001,94,-76.15607584912779,-80,1
CARGO-1001,95,-75.60301739879054,-80,1
CARGO-1001,96,-75.39047202376068,-80,1
CARGO-1001,97,-74.69322473503843,-80,1
CARGO-1001,98,-74.03915497767373,-80,1
CARGO-1001,99,-74.51215943173139,-80,1
CARGO-1001,100,-73.38645049435921,-80,1
CARGO-1001,101,-72.88025092856891,-80,1
CARGO-1001,102,-72.4994889919167,-80,1
CARGO-1001,103,-72.49718321055155,-80,1
CARGO-1001,104,-71.27539403575912,-80,1
CARGO-1001,105,-70.85345387297963,-80,1
CARGO-1001,106,-70.35266350872912,-80,1
CARGO-1001,107,-70.43142111622552,-80,1
CARGO-1001,108,-69.77989950437927,-80,1
CARGO-1001,109,-69.62288426089005,-80,1
CARGO-1001,110,-69.30237750370219,-80,1
CARGO-1001,111,-68.88767456818265,-80,1
CARGO-1001,112,-68.05038007989818,-80,1
CARGO-1001,113,-67.43609247283928,-80,1
CARGO-1001,114,-66.86056396622675,-80,1
CARGO-1001,115,-66.82692947356587,-80,1
CARGO-1001,116,-66.60311337215082,-80,1
CARGO-1001,117,-66.00493424745605,-80,1
CARGO-1001,118,-65.23639670105287,-80,1
CARGO-1001,119,-64.61216947890819,-80,1
CARGO-1002,0,-80.19484851936652,-80,0
CARGO-1002,1,-80.21676018117763,-80,0
CARGO-1002,2,-80.4129741051269,-80,0
CARGO-1002,3,-79.91924842016577,-80,0
CARGO-1002,4,-80.19928264861132,-80,0
CARGO-1002,5,-79.97033668685103,-80,0
CARGO-1002,6,-80.41506960425167,-80,0
CARGO-1002,7,-79.79901253512624,-80,0
CARGO-1002,8,-79.837605454279,-80,0
CARGO-1002,9,-80.12112216330506,-80,0
CARGO-1002,10,-79.55935386695568,-80,0
CARGO-1002,11,-80.0115919316815,-80,0
CARGO-1002,12,-79.94833926495252,-80,0
CARGO-1002,13,-80.46763441302164,-80,0
CARGO-1002,14,-80.24122934645978,-80,0
CARGO-1002,15,-80.19761536518594,-80,0
CARGO-1002,16,-79.77988914252559,-80,0
CARGO-1002,17,-79.71554674916739,-80,0
CARGO-1002,18,-80.15554330858593,-80,0
CARGO-1002,19,-79.93725225769104,-80,0
CARGO-1002,20,-79.72168646239588,-80,0
CARGO-1002,21,-80.09188174363288,-80,0
CARGO-1002,22,-80.42534074967887,-80,0
CARGO-1002,23,-79.77058437887388,-80,0
CARGO-1002,24,-79.83178823090445,-80,0
CARGO-1002,25,-79.87490501129192,-80,0
CARGO-1002,26,-79.67064545721651,-80,0
CARGO-1002,27,-79.64744347752044,-80,0
CARGO-1002,28,-79.7766310074338,-80,0
CARGO-1002,29,-80.3153715155869,-80,0
CARGO-1002,30,-80.41942220968923,-80,0
CARGO-1002,31,-79.865503386085,-80,0
CARGO-1002,32,-79.94892159993545,-80,0
CARGO-1002,33,-79.9335789092481,-80,0
CARGO-1002,34,-79.47160391665116,-80,0
CARGO-1002,35,-79.68822721012658,-80,0
CARGO-1002,36,-80.01969948664261,-80,0
CARGO-1002,37,-80.1781860156604,-80,0
CARGO-1002,38,-79.7644729953423,-80,0
CARGO-1002,39,-79.8130693237283,-80,0
CARGO-1002,40,-80.01775308766761,-80,0
CARGO-1002,41,-80.79464266343038,-80,0
CARGO-1002,42,-80.26166867749869,-80,0
CARGO-1002,43,-79.7279415153908,-80,0
CARGO-1002,44,-80.37221637263175,-80,0
CARGO-1002,45,-79.8053102293859,-80,0
CARGO-1002,46,-79.83140333478306,-80,0
CARGO-1002,47,-80.2730865383777,-80,0
CARGO-1002,48,-79.70771633396792,-80,0
CARGO-1002,49,-80.00140208368656,-80,0
CARGO-1002,50,-80.02169283065666,-80,0
CARGO-1002,51,-80.32158843400093,-80,0
CARGO-1002,52,-79.58292647003378,-80,0
CARGO-1002,53,-80.33335298286346,-80,0
CARGO-1002,54,-80.33835372375003,-80,0
CARGO-1002,55,-79.93168903570296,-80,0
CARGO-1002,56,-80.27383750453392,-80,0
CARGO-1002,57,-79.36406723987908,-80,0
CARGO-1002,58,-80.28140272948691,-80,0
CARGO-1002,59,-79.75176966484244,-80,0
CARGO-1002,60,-79.50466122745395,-80,0
CARGO-1002,61,-79.7916022675207,-80,0
CARGO-1002,62,-80.23322480101544,-80,0
CARGO-1002,63,-79.89267773975622,-80,0
CARGO-1002,64,-79.58596419249854,-80,0
CARGO-1002,65,-80.44990844284501,-80,0
CARGO-1002,66,-79.65850569989881,-80,0
CARGO-1002,67,-79.8444635249731,-80,0
CARGO-1002,68,-79.41209365240225,-80,0
CARGO-1002,69,-79.85117850894355,-80,0
CARGO-1002,70,-79.93190382172409,-80,0
CARGO-1002,71,-79.77534901071016,-80,0
CARGO-1002,72,-80.35485842829164,-80,0
CARGO-1002,73,-80.21651113317827,-80,0
CARGO-1002,74,-79.95244686901422,-80,0
CARGO-1002,75,-80.12281604730278,-80,0
CARGO-1002,76,-80.14878956692415,-80,0
CARGO-1002,77,-79.35488456380673,-80,0
CARGO-1002,78,-79.4230751798455,-80,0
CARGO-1002,79,-80.72465410668411,-80,0
CARGO-1002,80,-79.9564876177324,-80,0
CARGO-1002,81,-80.33210972155621,-80,0
CARGO-1002,82,-79.6247631530803,-80,0
CARGO-1002,83,-79.92085681355898,-80,0
CARGO-1002,84,-79.54507811939614,-80,0
CARGO-1002,85,-80.25453318593287,-80,0
CARGO-1002,86,-80.2797394989179,-80,0
CARGO-1002,87,-80.04970651386029,-80,0
CARGO-1002,88,-80.17024273346942,-80,0
CARGO-1002,89,-80.01460898474637,-80,0
CARGO-1002,90,-79.62180698664986,-80,0
CARGO-1002,91,-79.84229733075142,-80,0
CARGO-1002,92,-80.0766249861399,-80,0
CARGO-1002,93,-79.96850282180169,-80,0
CARGO-1002,94,-80.44943955486187,-80,0
CARGO-1002,95,-80.54229479392701,-80,0
CARGO-1002,96,-79.59901632352714,-80,0
CARGO-1002,97,-80.18556764096111,-80,0
CARGO-1002,98,-79.53084242988506,-80,0
CARGO-1002,99,-80.06198222566096,-80,0
CARGO-1002,100,-79.9316182022456,-80,0
CARGO-1002,101,-79.7245801714712,-80,0
CARGO-1002,102,-79.68878730144111,-80,0
CARGO-1002,103,-80.12399412490662,-80,0
CARGO-1002,104,-79.94652510254043,-80,0
CARGO-1002,105,-79.96358878348182,-80,0
CARGO-1002,106,-79.82959657564182,-80,0
CARGO-1002,107,-79.88503176380027,-80,0
CARGO-1002,108,-80.16595734002038,-80,0
CARGO-1002,109,-79.90367320887344,-80,0
CARGO-1002,110,-80.38935511704804,-80,0
CARGO-1002,111,-79.95417198044146,-80,0
CARGO-1002,112,-79.93155880437023,-80,0
CARGO-1002,113,-80.27202019383171,-80,0
CARGO-1002,114,-80.05697793522137,-80,0
CARGO-1002,115,-80.12042676621448,-80,0
CARGO-1002,116,-80.11213885269188,-80,0
CARGO-1002,117,-79.7384337569961,-80,0
CARGO-1002,118,-79.8310617398875,-80,0
CARGO-1002,119,-79.69235349362579,-80,0
CARGO-1003,0,-79.86041760130476,-80,1
CARGO-1003,1,-80.53533996407562,-80,1
CARGO-1003,2,-80.46843585125836,-80,1
CARGO-1003,3,-80.06332785947603,-80,1
CARGO-1003,4,-79.75848644473895,-80,1
CARGO-1003,5,-79.90859919886056,-80,1
CARGO-1003,6,-80.18723633608622,-80,1
CARGO-1003,7,-80.50927671709967,-80,1
CARGO-1003,8,-79.55014172555215,-80,1
CARGO-1003,9,-79.56577459969883,-80,1
CARGO-1003,10,-80.39497417923131,-80,1
CARGO-1003,11,-79.77793405951046,-80,1
CARGO-1003,12,-79.9059569206698,-80,1
CARGO-1003,13,-79.78395588603111,-80,1
CARGO-1003,14,-79.54012459274017,-80,1
CARGO-1003,15,-79.56214795503635,-80,1
CARGO-1003,16,-79.84856561680155,-80,1
CARGO-1003,17,-80.08163767260626,-80,1
CARGO-1003,18,-80.09417994708187,-80,1
CARGO-1003,19,-80.08733870427488,-80,1
CARGO-1003,20,-79.21451021370284,-80,1
CARGO-1003,21,-80.02034378647312,-80,1
CARGO-1003,22,-79.79671555072395,-80,1
CARGO-1003,23,-79.90852048208362,-80,1
CARGO-1003,24,-80.32664688354573,-80,1
CARGO-1003,25,-79.89340338249112,-80,1
CARGO-1003,26,-80.22330579476716,-80,1
CARGO-1003,27,-80.3012865174347,-80,1
CARGO-1003,28,-79.84557954315542,-80,1
CARGO-1003,29,-80.40473774585892,-80,1
CARGO-1003,30,-79.77780933940309,-80,1
CARGO-1003,31,-79.86257178429142,-80,1
CARGO-1003,32,-79.66439076916078,-80,1
CARGO-1003,33,-79.90418386352516,-80,1
CARGO-1003,34,-80.33719962131951,-80,1
CARGO-1003,35,-79.72727060362247,-80,1
CARGO-1003,36,-79.71844915938942,-80,1
CARGO-1003,37,-79.79717698625187,-80,1
CARGO-1003,38,-79.84927113290497,-80,1
CARGO-1003,39,-80.5055990417379,-80,1
CARGO-1003,40,-79.79950050053651,-80,1
CARGO-1003,41,-80.43782858826633,-80,1
CARGO-1003,42,-80.2532005230861,-80,1
CARGO-1003,43,-80.31983899284006,-80,1
CARGO-1003,44,-80.54415248987242,-80,1
CARGO-1003,45,-80.00856205806348,-80,1
CARGO-1003,46,-80.0695627196726,-80,1
CARGO-1003,47,-79.67504414796691,-80,1
CARGO-1003,48,-79.71715745516667,-80,1
CARGO-1003,49,-80.02938039269391,-80,1
CARGO-1003,50,-79.84262539813295,-80,1
CARGO-1003,51,-80.09590804843182,-80,1
CARGO-1003,52,-80.09148178278625,-80,1
CARGO-1003,53,-80.02148210288472,-80,1
CARGO-1003,54,-80.11118591745631,-80,1
CARGO-1003,55,-79.99097951563722,-80,1
CARGO-1003,56,-79.85794050228311,-80,1
CARGO-1003,57,-80.4342377479057,-80,1
CARGO-1003,58,-80.18790769551167,-80,1
CARGO-1003,59,-79.84259857073926,-80,1
CARGO-1003,60,-80.23636343869799,-80,1
CARGO-1003,61,-80.23319853515002,-80,1
CARGO-1003,62,-79.77104476601103,-80,1
CARGO-1003,63,-80.31963069547885,-80,1
CARGO-1003,64,-79.95898995588092,-80,1
CARGO-1003,65,-80.05351413215796,-80,1
CARGO-1003,66,-79.83796094715709,-80,1
CARGO-1003,67,-80.12253952859469,-80,1
CARGO-1003,68,-80.34102552815027,-80,1
CARGO-1003,69,-80.28116516061012,-80,1
CARGO-1003,70,-79.6025454353868,-80,1
CARGO-1003,71,-80.26245893750387,-80,1
CARGO-1003,72,-80.2757763574098,-80,1
CARGO-1003,73,-80.23812522491771,-80,1
CARGO-1003,74,-80.18083525340053,-80,1
CARGO-1003,75,-80.20140700447347,-80,1
CARGO-1003,76,-79.90905362005813,-80,1
CARGO-1003,77,-80.0367553239476,-80,1
CARGO-1003,78,-80.23910880825628,-80,1
CARGO-1003,79,-79.83938138736553,-80,1
CARGO-1003,80,-79.97322697309492,-80,1
CARGO-1003,81,-79.67268374396448,-80,1
CARGO-1003,82,-79.96714758111925,-80,1
CARGO-1003,83,-80.09604789326823,-80,1
CARGO-1003,84,-80.11437702470771,-80,1
CARGO-1003,85,-80.01097707869947,-80,1
CARGO-1003,86,-79.94960667730537,-80,1
CARGO-1003,87,-80.04974263351549,-80,1
CARGO-1003,88,-80.17873313726302,-80,1
CARGO-1003,89,-79.2886130915627,-80,1
CARGO-1003,90,-78.76258293398831,-80,1
CARGO-1003,91,-78.30480652237625,-80,1
CARGO-1003,92,-77.54635030069646,-80,1
CARGO-1003,93,-77.19123543264604,-80,1
CARGO-1003,94,-76.55937405433362,-80,1
CARGO-1003,95,-75.80790776414257,-80,1
CARGO-1003,96,-75.18179608483464,-80,1
CARGO-1003,97,-74.6609967909343,-80,1
CARGO-1003,98,-74.51449797775577,-80,1
CARGO-1003,99,-73.60254229886247,-80,1
CARGO-1003,100,-73.12718759012199,-80,1
CARGO-1003,101,-72.42442554354858,-80,1
CARGO-1003,102,-71.40312466656579,-80,1
CARGO-1003,103,-71.43088607042667,-80,1
CARGO-1003,104,-70.76320146032643,-80,1
CARGO-1003,105,-70.35789509972071,-80,1
CARGO-1003,106,-69.6697185894773,-80,1
CARGO-1003,107,-69.23433905470316,-80,1
CARGO-1003,108,-68.78115412291302,-80,1
CARGO-1003,109,-68.47650416097298,-80,1
CARGO-1003,110,-67.50860137082168,-80,1
CARGO-1003,111,-66.90074942478041,-80,1
CARGO-1003,112,-66.15621692761556,-80,1
CARGO-1003,113,-65.71207690431399,-80,1
CARGO-1003,114,-64.65195713973321,-80,1
CARGO-1003,115,-64.31398130022772,-80,1
CARGO-1003,116,-63.582482537087,-80,1
CARGO-1003,117,-62.9193158680294,-80,1
CARGO-1003,118,-62.21002043869626,-80,1
CARGO-1003,119,-61.73575568148775,-80,1
CARGO-1004,0,-80.0393183735854,-80,0
CARGO-1004,1,-79.81144014737393,-80,0
CARGO-1004,2,-79.48206307746132,-80,0
CARGO-1004,3,-80.14204220941257,-80,0
CARGO-1004,4,-79.78812913736077,-80,0
CARGO-1004,5,-80.41785670307439,-80,0
CARGO-1004,6,-79.81829728412991,-80,0
CARGO-1004,7,-79.431464411524,-80,0
CARGO-1004,8,-79.96108556040558,-80,0
CARGO-1004,9,-80.15352651941103,-80,0
CARGO-1004,10,-80.13590111391008,-80,0
CARGO-1004,11,-79.84141822067153,-80,0
CARGO-1004,12,-79.96412310222425,-80,0
CARGO-1004,13,-80.1285095988775,-80,0
CARGO-1004,14,-79.82561989957827,-80,0
CARGO-1004,15,-80.28457355668196,-80,0
CARGO-1004,16,-79.76115315340476,-80,0
CARGO-1004,17,-80.11719241488288,-80,0
CARGO-1004,18,-79.81924087311657,-80,0
CARGO-1004,19,-79.75752533059276,-80,0
CARGO-1004,20,-80.5719439226202,-80,0
CARGO-1004,21,-80.01010176040744,-80,0
CARGO-1004,22,-80.43927737922021,-80,0
CARGO-1004,23,-80.50649375757793,-80,0
CARGO-1004,24,-80.0619508876686,-80,0
CARGO-1004,25,-79.9060087024252,-80,0
CARGO-1004,26,-80.46248124882055,-80,0
CARGO-1004,27,-79.91584351809273,-80,0
CARGO-1004,28,-80.25121234924869,-80,0
CARGO-1004,29,-79.96577054228885,-80,0
CARGO-1004,30,-79.21660688517696,-80,0
CARGO-1004,31,-80.05982790195787,-80,0
CARGO-1004,32,-80.30581446185545,-80,0
CARGO-1004,33,-79.97050704240135,-80,0
CARGO-1004,34,-80.03436971706986,-80,0
CARGO-1004,35,-80.08534493550546,-80,0
CARGO-1004,36,-79.97786649379331,-80,0
CARGO-1004,37,-80.04972255348262,-80,0
CARGO-1004,38,-80.36895984717165,-80,0
CARGO-1004,39,-79.74613805045958,-80,0
CARGO-1004,40,-79.59707960745726,-80,0
CARGO-1004,41,-80.09486386587018,-80,0
CARGO-1004,42,-79.87494634079837,-80,0
CARGO-1004,43,-80.59854713686036,-80,0
CARGO-1004,44,-79.9843263055038,-80,0
CARGO-1004,45,-79.41275790229312,-80,0
CARGO-1004,46,-79.74197403755124,-80,0
CARGO-1004,47,-79.94188767514757,-80,0
CARGO-1004,48,-80.0197410561107,-80,0
CARGO-1004,49,-80.09179665112036,-80,0
CARGO-1004,50,-79.87865211575136,-80,0
CARGO-1004,51,-79.6866515390171,-80,0
CARGO-1004,52,-80.13797202329835,-80,0
CARGO-1004,53,-79.77003400522922,-80,0
CARGO-1004,54,-80.22575053728839,-80,0
CARGO-1004,55,-80.12940357612693,-80,0
CARGO-1004,56,-80.32800016968028,-80,0
CARGO-1004,57,-79.93506259843996,-80,0
CARGO-1004,58,-79.96622783363922,-80,0
CARGO-1004,59,-79.85541670914915,-80,0
CARGO-1004,60,-79.88051064821228,-80,0
CARGO-1004,61,-79.75314970017087,-80,0
CARGO-1004,62,-79.33523405196749,-80,0
CARGO-1004,63,-79.73746963985566,-80,0
CARGO-1004,64,-80.55992173237708,-80,0
CARGO-1004,65,-80.06806605214832,-80,0
CARGO-1004,66,-80.01206651581661,-80,0
CARGO-1004,67,-80.48397980518806,-80,0
CARGO-1004,68,-79.76716240136331,-80,0
CARGO-1004,69,-79.48466531174681,-80,0
CARGO-1004,70,-80.3040034928236,-80,0
CARGO-1004,71,-79.67460840639228,-80,0
CARGO-1004,72,-79.7272007508639,-80,0
CARGO-1004,73,-79.95857666994102,-80,0
CARGO-1004,74,-79.7974871483293,-80,0
CARGO-1004,75,-80.27050320196672,-80,0
CARGO-1004,76,-79.71660479955159,-80,0
CARGO-1004,77,-79.67989774329095,-80,0
CARGO-1004,78,-79.90710135992731,-80,0
CARGO-1004,79,-79.95446135147812,-80,0
CARGO-1004,80,-80.28431531699299,-80,0
CARGO-1004,81,-79.78281435995049,-80,0
CARGO-1004,82,-80.04730548905252,-80,0
CARGO-1004,83,-80.07700593106348,-80,0
CARGO-1004,84,-79.74721085209262,-80,0
CARGO-1004,85,-80.10641577166855,-80,0
CARGO-1004,86,-80.23143252026642,-80,0
CARGO-1004,87,-79.68737112478647,-80,0
CARGO-1004,88,-80.45977775245798,-80,0
CARGO-1004,89,-79.78912461558575,-80,0
CARGO-1004,90,-80.3834376889209,-80,0
CARGO-1004,91,-80.55023157208925,-80,0
CARGO-1004,92,-79.79495101445288,-80,0
CARGO-1004,93,-79.88481187746441,-80,0
CARGO-1004,94,-80.16904020635636,-80,0
CARGO-1004,95,-80.32401821943427,-80,0
CARGO-1004,96,-79.87321153325378,-80,0
CARGO-1004,97,-80.13344329618205,-80,0
CARGO-1004,98,-79.75656441351589,-80,0
CARGO-1004,99,-80.16837653272434,-80,0
CARGO-1004,100,-80.13280911997548,-80,0
